Dataset	Frequency	Scan
MSV000088690	2	3552
MSV000088691	1	3552
MSV000088693	3	3552
MSV000088697	24	3552
MSV000088821	4	3552
MSV000088823	106	3552
MSV000088827	7	3552
MSV000088842	2	3552
MSV000089061	2	3552
MSV000089210	2	3552
MSV000089313	1	3552
MSV000089459	3	3552
MSV000089491	1	3552
MSV000089518	2	3552
MSV000089558	80	3552
MSV000089715	11	3552
MSV000090000	7	3552
MSV000081118	1	1522
MSV000083526	1	1522
MSV000083538	1	1522
MSV000084132	3	1522
MSV000084783	2	1522
MSV000086415	1	1522
MSV000089518	2	1522
MSV000079329	21	3372
MSV000080183	98	3372
MSV000080574	8	3372
MSV000080629	16	3372
MSV000080630	1	3372
MSV000080905	1	3372
MSV000081152	24	3372
MSV000081326	5	3372
MSV000081343	21	3372
MSV000081477	3	3372
MSV000081482	34	3372
MSV000081950	1	3372
MSV000082178	14	3372
MSV000082428	12	3372
MSV000082480	1	3372
MSV000082582	4	3372
MSV000082608	4	3372
MSV000082650	19	3372
MSV000082813	1	3372
MSV000082891	5	3372
MSV000082972	1	3372
MSV000082973	1	3372
MSV000083073	19	3372
MSV000083083	9	3372
MSV000083302	5	3372
MSV000083475	6	3372
MSV000083647	9	3372
MSV000084314	9	3372
MSV000084630	1	3372
MSV000084753	22	3372
MSV000084783	82	3372
MSV000084909	1	3372
MSV000085446	6	3372
MSV000086178	37	3372
MSV000089210	1	3372
MSV000089459	18	3372
MSV000089518	2	3372
MSV000080183	4	3748
MSV000080492	3	3748
MSV000080507	1	3748
MSV000080627	1	3748
MSV000080630	10	3748
MSV000080905	7	3748
MSV000081151	8	3748
MSV000081482	4	3748
MSV000082085	1	3748
MSV000082480	11	3748
MSV000082813	12	3748
MSV000082952	2	3748
MSV000082972	12	3748
MSV000082973	52	3748
MSV000083705	117	3748
MSV000084116	1	3748
MSV000084314	16	3748
MSV000084753	28	3748
MSV000085918	2	3748
MSV000085919	1	3748
MSV000086236	1	3748
MSV000086301	1	3748
MSV000086302	2	3748
MSV000086993	1	3748
MSV000087747	15	3748
MSV000087809	10	3748
MSV000087951	15	3748
MSV000087995	15	3748
MSV000088008	10	3748
MSV000088026	2	3748
MSV000088332	1	3748
MSV000088823	84	3748
MSV000089210	1	3748
MSV000089518	3	3748
MSV000089558	18	3748
MSV000079034	123	2999
MSV000079069	110	2999
MSV000079329	1	2999
MSV000079389	51	2999
MSV000079465	1	2999
MSV000079485	63	2999
MSV000079523	4	2999
MSV000079697	785	2999
MSV000079706	101	2999
MSV000079707	54	2999
MSV000079709	84	2999
MSV000079710	92	2999
MSV000079712	61	2999
MSV000079714	81	2999
MSV000079717	86	2999
MSV000079718	60	2999
MSV000079719	33	2999
MSV000079720	134	2999
MSV000079888	2	2999
MSV000080016	72	2999
MSV000080030	6	2999
MSV000080183	88	2999
MSV000080442	6	2999
MSV000080443	9	2999
MSV000080444	4	2999
MSV000080574	9	2999
MSV000080627	37	2999
MSV000080628	5	2999
MSV000080629	25	2999
MSV000080905	56	2999
MSV000080961	6	2999
MSV000081067	1	2999
MSV000081151	5	2999
MSV000081171	249	2999
MSV000081347	2	2999
MSV000081379	60	2999
MSV000081463	40	2999
MSV000081482	40	2999
MSV000081492	1	2999
MSV000081508	17	2999
MSV000081548	5	2999
MSV000081582	5	2999
MSV000081659	1	2999
MSV000081666	12	2999
MSV000081669	1	2999
MSV000081682	1	2999
MSV000081694	28	2999
MSV000081749	2	2999
MSV000081750	1	2999
MSV000081955	16	2999
MSV000082062	2	2999
MSV000082068	1	2999
MSV000082071	1	2999
MSV000082073	1	2999
MSV000082074	15	2999
MSV000082082	1	2999
MSV000082312	10	2999
MSV000082331	24	2999
MSV000082354	1	2999
MSV000082382	6	2999
MSV000082388	1	2999
MSV000082428	15	2999
MSV000082432	175	2999
MSV000082433	267	2999
MSV000082480	9	2999
MSV000082490	282	2999
MSV000082493	366	2999
MSV000082582	25	2999
MSV000082608	6	2999
MSV000082629	95	2999
MSV000082633	1	2999
MSV000082650	15	2999
MSV000082674	58	2999
MSV000082813	12	2999
MSV000082869	6	2999
MSV000082891	7	2999
MSV000082924	28	2999
MSV000082953	277	2999
MSV000082960	37	2999
MSV000082963	37	2999
MSV000082972	12	2999
MSV000082973	136	2999
MSV000083010	15	2999
MSV000083014	1	2999
MSV000083024	24	2999
MSV000083040	11	2999
MSV000083073	32	2999
MSV000083300	249	2999
MSV000083302	1	2999
MSV000083306	1	2999
MSV000083320	531	2999
MSV000083353	8	2999
MSV000083365	1	2999
MSV000083462	12	2999
MSV000083470	9	2999
MSV000083472	5	2999
MSV000083475	143	2999
MSV000083541	71	2999
MSV000083559	464	2999
MSV000083584	1	2999
MSV000083595	6	2999
MSV000083759	21	2999
MSV000083825	1	2999
MSV000083889	3	2999
MSV000084010	29	2999
MSV000084101	2	2999
MSV000084118	10	2999
MSV000084218	12	2999
MSV000084219	12	2999
MSV000084314	104	2999
MSV000084322	49	2999
MSV000084463	35	2999
MSV000084556	1	2999
MSV000084590	1	2999
MSV000084591	2	2999
MSV000084610	3	2999
MSV000084630	5	2999
MSV000084652	1	2999
MSV000084734	14	2999
MSV000084753	4	2999
MSV000084783	1	2999
MSV000084900	19	2999
MSV000085101	1	2999
MSV000085119	29	2999
MSV000085120	4	2999
MSV000085129	49	2999
MSV000085416	29	2999
MSV000085467	116	2999
MSV000085480	4	2999
MSV000085519	1	2999
MSV000085843	1	2999
MSV000085852	1	2999
MSV000085917	1	2999
MSV000085921	1	2999
MSV000085922	2	2999
MSV000085944	312	2999
MSV000086131	9	2999
MSV000086158	2	2999
MSV000086178	2	2999
MSV000086208	36	2999
MSV000086209	161	2999
MSV000086221	36	2999
MSV000086246	8	2999
MSV000086251	1	2999
MSV000086287	9	2999
MSV000086303	1	2999
MSV000086312	2	2999
MSV000086360	2	2999
MSV000086415	382	2999
MSV000086644	54	2999
MSV000087087	87	2999
MSV000087093	3	2999
MSV000087127	2	2999
MSV000087588	2	2999
MSV000087612	82	2999
MSV000087685	1	2999
MSV000087711	15	2999
MSV000087728	180	2999
MSV000087844	2	2999
MSV000087948	10	2999
MSV000088021	4	2999
MSV000088040	2	2999
MSV000088137	254	2999
MSV000088606	3	2999
MSV000088640	69	2999
MSV000088646	5	2999
MSV000088842	228	2999
MSV000089210	1	2999
MSV000089459	10	2999
MSV000089558	2	2999
MSV000079134	39	1425
MSV000079329	24	1425
MSV000079485	1	1425
MSV000079518	1	1425
MSV000079520	1	1425
MSV000079598	4	1425
MSV000079777	19	1425
MSV000079820	1	1425
MSV000080050	17	1425
MSV000080142	14	1425
MSV000080179	3	1425
MSV000080183	434	1425
MSV000080187	3	1425
MSV000080188	1	1425
MSV000080299	9	1425
MSV000080469	2	1425
MSV000080554	1	1425
MSV000080558	28	1425
MSV000080559	9	1425
MSV000080574	120	1425
MSV000080627	2	1425
MSV000080628	1	1425
MSV000080629	16	1425
MSV000080630	18	1425
MSV000080673	5	1425
MSV000080905	3	1425
MSV000080918	28	1425
MSV000080976	2	1425
MSV000081067	51	1425
MSV000081116	23	1425
MSV000081118	2	1425
MSV000081119	2	1425
MSV000081151	27	1425
MSV000081152	11	1425
MSV000081171	1	1425
MSV000081326	6	1425
MSV000081343	6	1425
MSV000081344	3	1425
MSV000081347	9	1425
MSV000081351	123	1425
MSV000081357	7	1425
MSV000081463	47	1425
MSV000081477	1	1425
MSV000081482	144	1425
MSV000081486	1	1425
MSV000081492	20	1425
MSV000081657	2	1425
MSV000081659	3	1425
MSV000081665	23	1425
MSV000081666	5	1425
MSV000081670	7	1425
MSV000081673	15	1425
MSV000081675	9	1425
MSV000081676	2	1425
MSV000081681	11	1425
MSV000081682	13	1425
MSV000081683	1	1425
MSV000081748	3	1425
MSV000081749	11	1425
MSV000081750	4	1425
MSV000081751	1	1425
MSV000081752	4	1425
MSV000081753	5	1425
MSV000081936	28	1425
MSV000081950	2	1425
MSV000081981	5	1425
MSV000081999	7	1425
MSV000082000	4	1425
MSV000082005	4	1425
MSV000082045	5	1425
MSV000082049	3	1425
MSV000082068	6	1425
MSV000082069	1	1425
MSV000082071	7	1425
MSV000082072	6	1425
MSV000082073	1	1425
MSV000082074	173	1425
MSV000082178	7	1425
MSV000082221	53	1425
MSV000082262	7	1425
MSV000082268	20	1425
MSV000082322	1	1425
MSV000082323	7	1425
MSV000082374	2	1425
MSV000082387	5	1425
MSV000082391	9	1425
MSV000082406	2	1425
MSV000082423	5	1425
MSV000082428	20	1425
MSV000082433	1	1425
MSV000082582	7	1425
MSV000082608	38	1425
MSV000082650	9	1425
MSV000082662	21	1425
MSV000082820	1	1425
MSV000082869	1	1425
MSV000082891	7	1425
MSV000082973	1	1425
MSV000082999	5	1425
MSV000083004	2	1425
MSV000083010	173	1425
MSV000083014	19	1425
MSV000083024	74	1425
MSV000083040	16	1425
MSV000083083	9	1425
MSV000083183	15	1425
MSV000083300	1	1425
MSV000083357	4	1425
MSV000083378	7	1425
MSV000083383	8	1425
MSV000083396	7	1425
MSV000083446	3	1425
MSV000083462	216	1425
MSV000083475	12	1425
MSV000083559	3	1425
MSV000083578	1	1425
MSV000083647	10	1425
MSV000083664	15	1425
MSV000083734	1	1425
MSV000083756	67	1425
MSV000083758	1	1425
MSV000083760	43	1425
MSV000083777	7	1425
MSV000083791	6	1425
MSV000083825	1	1425
MSV000083835	12	1425
MSV000083889	8	1425
MSV000083956	1	1425
MSV000083995	10	1425
MSV000084010	21	1425
MSV000084101	15	1425
MSV000084165	2	1425
MSV000084218	44	1425
MSV000084219	31	1425
MSV000084314	101	1425
MSV000084475	108	1425
MSV000084556	7	1425
MSV000084591	4	1425
MSV000084610	23	1425
MSV000084652	4	1425
MSV000084734	43	1425
MSV000084753	12	1425
MSV000084775	14	1425
MSV000084873	11	1425
MSV000084884	2	1425
MSV000084900	235	1425
MSV000084908	16	1425
MSV000084909	3	1425
MSV000084945	1	1425
MSV000085018	1	1425
MSV000085071	99	1425
MSV000085120	14	1425
MSV000085129	6	1425
MSV000085153	11	1425
MSV000085226	8	1425
MSV000085446	61	1425
MSV000085467	14	1425
MSV000085607	37	1425
MSV000085724	37	1425
MSV000085840	1	1425
MSV000085847	45	1425
MSV000086014	2	1425
MSV000086065	1	1425
MSV000086131	1	1425
MSV000086158	1	1425
MSV000086246	9	1425
MSV000086348	14	1425
MSV000086381	2	1425
MSV000086428	2	1425
MSV000086455	1	1425
MSV000086482	2	1425
MSV000086483	1	1425
MSV000086639	106	1425
MSV000086673	1	1425
MSV000086721	13	1425
MSV000086830	3	1425
MSV000086926	2	1425
MSV000087006	2	1425
MSV000087087	57	1425
MSV000087130	300	1425
MSV000087135	1	1425
MSV000087364	2	1425
MSV000087612	9	1425
MSV000087628	1	1425
MSV000087629	1	1425
MSV000087630	1	1425
MSV000087646	2	1425
MSV000087685	5	1425
MSV000087872	1	1425
MSV000088087	3	1425
MSV000088137	68	1425
MSV000088196	102	1425
MSV000088235	70	1425
MSV000088335	1	1425
MSV000088546	1	1425
MSV000088570	34	1425
MSV000088640	17	1425
MSV000088646	12	1425
MSV000089552	65	1425
MSV000089558	16	1425
MSV000089834	1	1425
MSV000089835	9	1425
MSV000089904	2	1425
MSV000089905	4	1425
MSV000089906	2	1425
MSV000089907	4	1425
MSV000089908	2	1425
MSV000090000	86	1425
MSV000079034	7	2934
MSV000079069	4	2934
MSV000079329	7	2934
MSV000079772	2	2934
MSV000080016	22	2934
MSV000080188	1	2934
MSV000080299	1	2934
MSV000080490	1	2934
MSV000080554	4	2934
MSV000080574	2	2934
MSV000080628	5	2934
MSV000080629	18	2934
MSV000080905	5	2934
MSV000081067	2	2934
MSV000081463	25	2934
MSV000081665	3	2934
MSV000081670	3	2934
MSV000081676	4	2934
MSV000081681	2	2934
MSV000081682	3	2934
MSV000081683	1	2934
MSV000081750	2	2934
MSV000081753	1	2934
MSV000081936	2	2934
MSV000082068	1	2934
MSV000082073	1	2934
MSV000082074	19	2934
MSV000082378	72	2934
MSV000082380	6	2934
MSV000082382	179	2934
MSV000082433	4	2934
MSV000082582	11	2934
MSV000082608	2	2934
MSV000082650	2	2934
MSV000082953	3	2934
MSV000083010	19	2934
MSV000083040	1	2934
MSV000083073	13	2934
MSV000083275	1	2934
MSV000083300	1	2934
MSV000083470	3	2934
MSV000083472	1	2934
MSV000083475	14	2934
MSV000083523	4	2934
MSV000083595	8	2934
MSV000083612	26	2934
MSV000083825	2	2934
MSV000084101	5	2934
MSV000084118	3	2934
MSV000084278	3	2934
MSV000084314	46	2934
MSV000084556	3	2934
MSV000084595	3	2934
MSV000084674	2	2934
MSV000084734	9	2934
MSV000084753	2	2934
MSV000084783	1	2934
MSV000084900	20	2934
MSV000085071	1	2934
MSV000085101	6	2934
MSV000085108	2	2934
MSV000085119	1	2934
MSV000085359	1	2934
MSV000085467	33	2934
MSV000085519	1	2934
MSV000085858	2	2934
MSV000086131	5	2934
MSV000086178	2	2934
MSV000086208	35	2934
MSV000086209	37	2934
MSV000086221	35	2934
MSV000086360	73	2934
MSV000086644	13	2934
MSV000086926	1	2934
MSV000087006	2	2934
MSV000087127	1	2934
MSV000087711	3	2934
MSV000087728	49	2934
MSV000087844	8	2934
MSV000088242	35	2934
MSV000088606	5	2934
MSV000089061	4	2934
MSV000089210	1	2934
MSV000079329	1	2448
MSV000080183	34	2448
MSV000080574	61	2448
MSV000080627	5	2448
MSV000080629	30	2448
MSV000080630	36	2448
MSV000081151	62	2448
MSV000081351	6	2448
MSV000081482	6	2448
MSV000082048	1	2448
MSV000082157	1	2448
MSV000082428	6	2448
MSV000082480	1	2448
MSV000082582	50	2448
MSV000082608	333	2448
MSV000082650	104	2448
MSV000082813	1	2448
MSV000082891	49	2448
MSV000082972	1	2448
MSV000082973	12	2448
MSV000083073	65	2448
MSV000083083	131	2448
MSV000083302	1	2448
MSV000083475	34	2448
MSV000083647	136	2448
MSV000083835	4	2448
MSV000084062	6	2448
MSV000084107	6	2448
MSV000084314	20	2448
MSV000084753	40	2448
MSV000084783	33	2448
MSV000085870	1	2448
MSV000086131	7	2448
MSV000086178	4	2448
MSV000087904	4	2448
MSV000089518	1	2448
MSV000079034	37	1264
MSV000079069	27	1264
MSV000079329	8	1264
MSV000079516	2	1264
MSV000079518	1	1264
MSV000079520	2	1264
MSV000079523	2	1264
MSV000079598	2	1264
MSV000079651	3	1264
MSV000079697	12	1264
MSV000079707	4	1264
MSV000079710	1	1264
MSV000079717	1	1264
MSV000079718	1	1264
MSV000079719	5	1264
MSV000079808	15	1264
MSV000079813	10	1264
MSV000079888	22	1264
MSV000079900	4	1264
MSV000079949	1	1264
MSV000080016	44	1264
MSV000080167	1	1264
MSV000080174	1	1264
MSV000080179	5	1264
MSV000080180	16	1264
MSV000080181	1	1264
MSV000080182	2	1264
MSV000080183	302	1264
MSV000080186	2	1264
MSV000080187	3	1264
MSV000080188	81	1264
MSV000080299	116	1264
MSV000080450	14	1264
MSV000080469	3	1264
MSV000080518	3	1264
MSV000080554	1	1264
MSV000080574	89	1264
MSV000080627	2	1264
MSV000080628	26	1264
MSV000080629	57	1264
MSV000080630	87	1264
MSV000080673	2	1264
MSV000080905	116	1264
MSV000080961	9	1264
MSV000080976	405	1264
MSV000081005	4	1264
MSV000081067	32	1264
MSV000081082	1	1264
MSV000081097	3	1264
MSV000081151	112	1264
MSV000081152	5	1264
MSV000081160	76	1264
MSV000081343	104	1264
MSV000081347	1	1264
MSV000081351	7	1264
MSV000081354	3	1264
MSV000081432	7	1264
MSV000081463	116	1264
MSV000081477	21	1264
MSV000081482	116	1264
MSV000081486	10	1264
MSV000081492	1	1264
MSV000081524	2	1264
MSV000081571	5	1264
MSV000081665	1	1264
MSV000081670	2	1264
MSV000081675	1	1264
MSV000081681	1	1264
MSV000081682	1	1264
MSV000081683	3	1264
MSV000081731	1	1264
MSV000081748	1	1264
MSV000081750	3	1264
MSV000081753	2	1264
MSV000081810	1	1264
MSV000081936	2	1264
MSV000081949	14	1264
MSV000081950	6	1264
MSV000081952	1	1264
MSV000081955	26	1264
MSV000081981	2	1264
MSV000081999	9	1264
MSV000082005	26	1264
MSV000082048	395	1264
MSV000082049	1216	1264
MSV000082069	1	1264
MSV000082072	3	1264
MSV000082073	1	1264
MSV000082074	21	1264
MSV000082086	1	1264
MSV000082157	420	1264
MSV000082178	2	1264
MSV000082221	7	1264
MSV000082268	49	1264
MSV000082323	10	1264
MSV000082324	14	1264
MSV000082374	5	1264
MSV000082380	1	1264
MSV000082382	8	1264
MSV000082428	18	1264
MSV000082432	139	1264
MSV000082433	1	1264
MSV000082480	66	1264
MSV000082582	168	1264
MSV000082602	8	1264
MSV000082608	381	1264
MSV000082612	239	1264
MSV000082614	50	1264
MSV000082616	183	1264
MSV000082618	157	1264
MSV000082629	16	1264
MSV000082630	9	1264
MSV000082633	1	1264
MSV000082647	7	1264
MSV000082650	252	1264
MSV000082725	2	1264
MSV000082728	2	1264
MSV000082813	78	1264
MSV000082869	1	1264
MSV000082944	2	1264
MSV000082969	36	1264
MSV000082972	78	1264
MSV000082973	93	1264
MSV000082999	1	1264
MSV000083004	21	1264
MSV000083010	21	1264
MSV000083024	3	1264
MSV000083055	1	1264
MSV000083065	181	1264
MSV000083073	197	1264
MSV000083077	1	1264
MSV000083083	41	1264
MSV000083094	2	1264
MSV000083098	1	1264
MSV000083102	1	1264
MSV000083106	9	1264
MSV000083274	5	1264
MSV000083302	148	1264
MSV000083306	244	1264
MSV000083320	4	1264
MSV000083353	14	1264
MSV000083357	1	1264
MSV000083383	6	1264
MSV000083388	1	1264
MSV000083395	2	1264
MSV000083396	2	1264
MSV000083411	1	1264
MSV000083446	22	1264
MSV000083462	7	1264
MSV000083463	4	1264
MSV000083472	4	1264
MSV000083475	287	1264
MSV000083523	2	1264
MSV000083541	10	1264
MSV000083559	3	1264
MSV000083647	44	1264
MSV000083660	1	1264
MSV000083664	22	1264
MSV000083665	27	1264
MSV000083666	5	1264
MSV000083689	31	1264
MSV000083729	25	1264
MSV000083756	75	1264
MSV000083758	1	1264
MSV000083759	3	1264
MSV000083772	1	1264
MSV000083777	13	1264
MSV000083789	9	1264
MSV000083791	1	1264
MSV000083825	17	1264
MSV000083835	4	1264
MSV000084020	126	1264
MSV000084060	17	1264
MSV000084095	3	1264
MSV000084099	32	1264
MSV000084101	6	1264
MSV000084118	2	1264
MSV000084218	3	1264
MSV000084219	1	1264
MSV000084314	90	1264
MSV000084325	74	1264
MSV000084355	3	1264
MSV000084447	2	1264
MSV000084453	2	1264
MSV000084463	1	1264
MSV000084556	45	1264
MSV000084595	5	1264
MSV000084652	1	1264
MSV000084681	8	1264
MSV000084734	14	1264
MSV000084753	39	1264
MSV000084775	3	1264
MSV000084783	63	1264
MSV000084900	23	1264
MSV000084904	1	1264
MSV000084908	2	1264
MSV000085025	3	1264
MSV000085071	118	1264
MSV000085119	29	1264
MSV000085120	4	1264
MSV000085129	57	1264
MSV000085142	95	1264
MSV000085256	54	1264
MSV000085360	3	1264
MSV000085389	6	1264
MSV000085446	10	1264
MSV000085467	30	1264
MSV000085480	5	1264
MSV000085555	4	1264
MSV000085607	5	1264
MSV000085693	14	1264
MSV000085724	5	1264
MSV000085777	5	1264
MSV000085779	6	1264
MSV000085840	12	1264
MSV000085843	1	1264
MSV000085844	1	1264
MSV000085852	11	1264
MSV000085862	14	1264
MSV000085870	4	1264
MSV000085919	1	1264
MSV000085922	1	1264
MSV000085944	12	1264
MSV000085991	20	1264
MSV000086012	4	1264
MSV000086014	5	1264
MSV000086015	4	1264
MSV000086063	3	1264
MSV000086064	3	1264
MSV000086065	1	1264
MSV000086123	1	1264
MSV000086131	23	1264
MSV000086158	1	1264
MSV000086178	88	1264
MSV000086236	13	1264
MSV000086246	1	1264
MSV000086293	2	1264
MSV000086301	1	1264
MSV000086314	1	1264
MSV000086348	3	1264
MSV000086349	1	1264
MSV000086360	6	1264
MSV000086381	78	1264
MSV000086427	9	1264
MSV000086482	8	1264
MSV000086550	1	1264
MSV000086644	9	1264
MSV000086666	4	1264
MSV000086721	11	1264
MSV000086830	49	1264
MSV000086917	1	1264
MSV000086926	1	1264
MSV000086989	16	1264
MSV000087006	1	1264
MSV000087021	1	1264
MSV000087087	8	1264
MSV000087093	51	1264
MSV000087127	14	1264
MSV000087135	1	1264
MSV000087322	1	1264
MSV000087471	1	1264
MSV000087588	13	1264
MSV000087612	1	1264
MSV000087685	29	1264
MSV000087692	2	1264
MSV000087694	21	1264
MSV000087702	11	1264
MSV000087728	227	1264
MSV000087745	4	1264
MSV000087747	6	1264
MSV000087905	9	1264
MSV000087935	5	1264
MSV000087951	9	1264
MSV000087995	15	1264
MSV000088008	11	1264
MSV000088021	3	1264
MSV000088040	19	1264
MSV000088062	11	1264
MSV000088087	1	1264
MSV000088137	2	1264
MSV000088164	4	1264
MSV000088324	82	1264
MSV000088332	1	1264
MSV000088335	2	1264
MSV000088337	24	1264
MSV000088420	16	1264
MSV000088564	10	1264
MSV000088586	1	1264
MSV000088606	7	1264
MSV000088640	1	1264
MSV000088646	23	1264
MSV000088690	2	1264
MSV000088691	1	1264
MSV000088693	3	1264
MSV000088697	24	1264
MSV000088821	5	1264
MSV000088823	105	1264
MSV000088827	7	1264
MSV000088842	2	1264
MSV000089061	1	1264
MSV000089210	2	1264
MSV000089313	1	1264
MSV000089459	3	1264
MSV000089491	1	1264
MSV000089518	2	1264
MSV000089558	80	1264
MSV000089715	11	1264
MSV000090000	7	1264
MSV000080183	251	4005
MSV000080574	37	4005
MSV000080629	12	4005
MSV000080630	59	4005
MSV000081151	7	4005
MSV000081343	30	4005
MSV000081482	97	4005
MSV000082480	58	4005
MSV000082608	3	4005
MSV000082612	11	4005
MSV000082616	5	4005
MSV000082650	7	4005
MSV000082813	101	4005
MSV000082891	1	4005
MSV000082972	101	4005
MSV000082973	162	4005
MSV000083383	1	4005
MSV000084314	10	4005
MSV000084783	6	4005
MSV000085446	19	4005
MSV000087093	22	4005
MSV000088040	44	4005
MSV000089459	21	4005
MSV000089518	18	4005
MSV000083664	1	3280
MSV000088137	1	3280
MSV000079777	1	851
MSV000080050	1	851
MSV000080183	12	851
MSV000080574	1	851
MSV000081067	1	851
MSV000081351	3	851
MSV000081482	2	851
MSV000081492	1	851
MSV000082261	1	851
MSV000082380	1	851
MSV000082662	12	851
MSV000083004	1	851
MSV000083446	8	851
MSV000083523	1	851
MSV000084112	1	851
MSV000084314	8	851
MSV000086428	2	851
MSV000086455	1	851
MSV000086639	66	851
MSV000086673	1	851
MSV000086721	22	851
MSV000087130	58	851
MSV000087135	1	851
MSV000088196	80	851
MSV000089552	40	851
MSV000082973	5	2938
MSV000084314	1	2938
MSV000080574	1	2444
MSV000081077	2	2444
MSV000081952	4	2444
MSV000081957	4	2444
MSV000082261	31	2444
MSV000082433	24	2444
MSV000082647	1	2444
MSV000082891	3	2444
MSV000083077	4	2444
MSV000083320	1	2444
MSV000083835	1	2444
MSV000084010	2	2444
MSV000084112	34	2444
MSV000084314	5	2444
MSV000085446	1	2444
MSV000087093	3	2444
MSV000087646	3	2444
MSV000087905	6	2444
MSV000088255	19	2444
MSV000088646	1	2444
MSV000079329	5	2245
MSV000079598	1	2245
MSV000080183	119	2245
MSV000080558	6	2245
MSV000080574	5	2245
MSV000080628	9	2245
MSV000080629	38	2245
MSV000080630	8	2245
MSV000080905	1	2245
MSV000080918	6	2245
MSV000081151	61	2245
MSV000081152	2	2245
MSV000081343	1	2245
MSV000081344	1	2245
MSV000081351	3	2245
MSV000081477	11	2245
MSV000081482	42	2245
MSV000082178	2	2245
MSV000082268	4	2245
MSV000082480	26	2245
MSV000082582	10	2245
MSV000082813	39	2245
MSV000082891	31	2245
MSV000082972	39	2245
MSV000082973	62	2245
MSV000083073	2	2245
MSV000083383	1	2245
MSV000083475	5	2245
MSV000083995	3	2245
MSV000084314	7	2245
MSV000084681	1	2245
MSV000084753	18	2245
MSV000084783	30	2245
MSV000085120	3	2245
MSV000086131	2	2245
MSV000086178	72	2245
MSV000087689	1	2245
MSV000088040	2	2245
MSV000089210	1	2245
MSV000089459	6	2245
MSV000089715	7	2245
MSV000079034	20	4408
MSV000079069	19	4408
MSV000079329	2	4408
MSV000080628	2	4408
MSV000080629	14	4408
MSV000080905	2	4408
MSV000081463	7	4408
MSV000082433	2	4408
MSV000082582	1	4408
MSV000082608	2	4408
MSV000082953	5	4408
MSV000083073	2	4408
MSV000083274	1	4408
MSV000083475	2	4408
MSV000084314	12	4408
MSV000084753	2	4408
MSV000084783	1	4408
MSV000085108	1	4408
MSV000086178	2	4408
MSV000086208	5	4408
MSV000086221	5	4408
MSV000086644	8	4408
MSV000087127	1	4408
MSV000087711	7	4408
MSV000087728	11	4408
MSV000087844	6	4408
MSV000079329	5	4166
MSV000079542	6	4166
MSV000079598	1	4166
MSV000079787	36	4166
MSV000079949	78	4166
MSV000080015	1	4166
MSV000080180	8	4166
MSV000080181	12	4166
MSV000080182	7	4166
MSV000080183	624	4166
MSV000080469	1	4166
MSV000080558	47	4166
MSV000080574	16	4166
MSV000080627	3	4166
MSV000080628	2	4166
MSV000080629	166	4166
MSV000080630	103	4166
MSV000080905	8	4166
MSV000080918	47	4166
MSV000080976	181	4166
MSV000081065	1	4166
MSV000081077	1	4166
MSV000081151	80	4166
MSV000081152	7	4166
MSV000081284	2	4166
MSV000081326	333	4166
MSV000081343	394	4166
MSV000081344	4	4166
MSV000081351	30	4166
MSV000081477	4	4166
MSV000081482	208	4166
MSV000081492	2	4166
MSV000081659	1	4166
MSV000081682	1	4166
MSV000081748	5	4166
MSV000081752	2	4166
MSV000081853	3	4166
MSV000081936	2	4166
MSV000081950	10	4166
MSV000081999	54	4166
MSV000082000	23	4166
MSV000082005	59	4166
MSV000082048	217	4166
MSV000082049	1268	4166
MSV000082074	48	4166
MSV000082157	106	4166
MSV000082178	6	4166
MSV000082221	3	4166
MSV000082268	635	4166
MSV000082323	31	4166
MSV000082324	25	4166
MSV000082325	8	4166
MSV000082428	12	4166
MSV000082480	114	4166
MSV000082582	29	4166
MSV000082602	52	4166
MSV000082608	297	4166
MSV000082612	275	4166
MSV000082614	34	4166
MSV000082616	256	4166
MSV000082618	172	4166
MSV000082630	15	4166
MSV000082647	82	4166
MSV000082649	32	4166
MSV000082650	179	4166
MSV000082686	5	4166
MSV000082688	1	4166
MSV000082698	2	4166
MSV000082710	3	4166
MSV000082813	172	4166
MSV000082820	1	4166
MSV000082891	9	4166
MSV000082905	2	4166
MSV000082953	1	4166
MSV000082969	58	4166
MSV000082972	172	4166
MSV000082973	282	4166
MSV000082996	55	4166
MSV000083004	98	4166
MSV000083010	50	4166
MSV000083032	17	4166
MSV000083065	17	4166
MSV000083073	44	4166
MSV000083083	319	4166
MSV000083094	7	4166
MSV000083297	4	4166
MSV000083302	22	4166
MSV000083306	2	4166
MSV000083351	49	4166
MSV000083383	6	4166
MSV000083388	33	4166
MSV000083432	14	4166
MSV000083436	20	4166
MSV000083437	24	4166
MSV000083446	196	4166
MSV000083462	79	4166
MSV000083475	59	4166
MSV000083481	6	4166
MSV000083482	4	4166
MSV000083483	4	4166
MSV000083536	3	4166
MSV000083559	52	4166
MSV000083578	1	4166
MSV000083593	1	4166
MSV000083647	343	4166
MSV000083666	33	4166
MSV000083678	1	4166
MSV000083689	56	4166
MSV000083756	5	4166
MSV000083777	83	4166
MSV000083825	4	4166
MSV000083995	10	4166
MSV000084007	2	4166
MSV000084016	20	4166
MSV000084062	68	4166
MSV000084099	57	4166
MSV000084101	14	4166
MSV000084107	70	4166
MSV000084119	3	4166
MSV000084132	3	4166
MSV000084158	6	4166
MSV000084170	50	4166
MSV000084314	120	4166
MSV000084325	65	4166
MSV000084556	3	4166
MSV000084576	104	4166
