FeatureID	13L.N1	13N.N1	14L.N1	14L.N13	14R.N1	15L.N1	15L.N13	16R.N1	16R.N13	17N.N1	17N.N13	17R.N1	18L.N1	18L.N13	18R.N13	19R.N1	20N.N1	20N.N13
3111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654.7788602	0	0	592.3132683
3112	0	9022.274912	8148.89459	5434.177367	4259.158016	12333.95179	0	8450.379861	8434.054129	0	2291.882983	0	4000.567176	4609.833931	11096.95818	3407.7978	0	0
3113	865078.4577	177052.8007	27983.74328	47563.29709	3377.282069	219922.2764	197282.2537	41779.96636	52316.94302	15537.81158	5503.595771	23849.57031	18564.95714	10835.25968	2092.649553	62853.23144	21373.17842	24713.90394
3114	114199.3018	33345.21504	81224.55275	7122.872437	162004.2443	1194814.016	27983.11739	119780.0101	7975.381769	24715.13236	6301.736642	104839.2008	312686.8747	8242.860402	156634.9864	1086918.644	49390.49608	6209.912022
3115	667255.0942	158302.5236	2449.618732	2533.686827	23340.898	617091.7373	44204.37425	41867.14599	13584.26697	2763.809835	1169.833994	28952.64053	33827.62984	11876.71257	73587.82779	228882.2492	14004.16011	1638.237862
3116	4071.231811	2634.379757	1036.703232	3533.058837	1459.856629	1137.876705	2410.019286	2064.766697	2141.424753	1846.54572	2605.253412	2183.477372	1046.286982	1324.18261	1083.59816	1698.122519	2238.23416	2317.989606
3117	307299.4399	173008.3693	22285.51384	65908.25786	14392.28082	74537.02254	58911.22286	21851.4859	65573.57879	8941.285066	16326.30235	45484.36181	28402.37441	8968.92831	7602.673045	23809.78765	16390.23367	37646.20948
3118	3822.116734	9318.320368	1604.420438	10005.51199	2410.751177	5277.050895	18627.74689	8044.338066	1632.708661	2173.448697	2569.707128	2037.416389	4522.474611	1377.678951	2575.844447	3344.159762	2638.189074	3754.353185
3119	3739.665659	29311.94713	2758.46439	5236.395414	3436.263566	8498.409551	25182.10009	21480.53923	2696.460724	2984.571093	1549.036926	4864.43162	3146.391855	1726.851888	8817.561512	5497.670252	1840.455174	2976.500191
3120	76712.07626	113644.1286	25514.73867	10683.27129	13383.90771	93627.73218	74349.0384	4094.822161	16001.26431	1708.379381	1178.505878	15378.42539	8057.638569	1745.61489	38154.46167	123242.9724	19533.46011	5654.307919
3121	1669.129195	1218.115529	488.602446	543.7852224	0	5651.132023	1496.365624	0	720.0097039	398.6201604	378.2099918	0	515.7644075	350.9771497	611.7285046	3180.799878	582.9207632	493.9287293
3122	368560.6994	199482.7065	74302.87739	311087.3407	15620.6515	211321.925	140940.8339	109727.913	166779.988	35440.29134	76066.17901	57897.1338	89476.36002	41924.73033	24730.26113	43980.9189	21772.34886	77711.78365
3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3124	0	0	713.3361673	0	417.9655044	0	0	0	0	0	0	940.9755132	0	0	0	1591.065536	0	0
3125	0	2148.992848	0	451.3838541	0	2985.385418	0	0	0	0	0	0	0	0	0	0	0	0
3126	2444.676094	1780.618233	0	0	595.2770765	0	1824.602551	0	0	0	0	0	0	0	0	510.141387	0	0
3127	2137.191042	5616.71161	613.2923343	0	618.6515223	7717.423183	654.3888389	0	0	0	0	0	560.9522252	0	0	0	646.1937049	0
3128	307610.4362	318972.6517	314995.6384	240775.0899	461530.583	228501.7414	251797.9222	433455.6837	547067.2149	384668.3765	782511.847	482096.844	635497.9577	330120.8403	184265.5508	1091185.092	470033.433	172267.6691
3129	5697.72197	5903.859797	1661.32744	6245.199149	1305.170131	2686.031102	1348.195888	4594.706789	3738.952999	1004.330733	2141.151036	1919.573318	2369.466156	694.7599405	1110.031487	2062.118605	1152.163251	1506.72805
3130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3131	2873.573861	0	0	0	0	1556.903997	0	0	0	567.0296464	0	0	0	0	0	2115.61711	0	0
3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3133	3432.104482	4823.604782	1815.876867	3213.472656	676.1541383	12542.13844	0	1356.487207	0	0	0	1150.754324	2256.813798	0	1481.997787	0	947.1520372	0
3134	10309.01067	497.9163455	6542.935708	515.9478638	3352.035455	16135.58026	0	6503.35982	0	0	0	1249.546143	927.9913317	0	8838.445529	20053.55111	0	0
3135	60059.77905	11036.91615	5962.731336	0	2446.014291	42641.62166	0	6507.299963	0	0	0	0	5485.353971	0	0	1480.676392	0	0
3136	5555.474246	4349.92191	2041.233068	0	1118.472718	6760.390548	0	1663.237973	0	0	0	0	0	687.2810031	0	7966.553712	0	0
3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3138	0	2620.475348	1180.745004	0	2965.901888	13609.22	4524.159848	716.8846751	0	0	0	1041.594312	0	0	884.7543721	13070.40646	579.0359721	0
3139	680.1257074	1047.364649	16632.74606	8769.289257	15361.24085	751.8042804	668.6492007	29487.62203	10273.02515	0	0	0	3138.603726	795.0509432	0	2450.030676	609.9150294	1905.267523
3140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605.606231	0
3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3142	0	40736.62836	0	883.9986065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3143	0	0	0	0	0	0	0	0	0	2241.113208	0	0	6082.827876	0	0	0	0	0
3144	0	0	0	0	0	0	0	0	0	0	0	1978.175204	0	2286.826341	0	0	0	0
3145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3146	707029.2507	595241.4636	757986.584	724560.3752	774123.0658	641995.3984	472264.9775	812022.7382	1238441.803	810916.3529	1074549.967	817971.8803	969955.7722	473653.186	306585.8156	1441897.277	860774.814	601932.0338
3147	446726.1283	1556205.644	488684.8712	800205.4631	206181.7792	985024.0442	264942.9906	277130.0579	452877.1478	272814.5202	1186375.254	449877.9015	235913.4754	260436.9508	365278.1625	705714.5512	403407.3225	1737010.579
3148	0	0	0	0	4591.376752	4236.321616	186382.3583	826.6446922	13859.38397	0	17251.74953	1170.720785	1695.721753	1179.007111	1554699.141	0	2288.172106	684.6091959
3149	10140.3827	0	17591.27715	0	289691.6159	605372.3983	1035756.148	43398.16466	387728.7313	125949.0504	124485.0175	169166.8381	247024.2795	94570.24843	394770.8155	201482.2724	131812.8059	3486.449796
3150	8422.97156	3673.378665	7263.77785	4315.210423	497547.8714	933194.9935	747899.8175	323945.3963	388278.2831	329024.569	610026.093	547923.9628	526418.5988	479810.6013	1212347.163	670949.3426	362568.788	194143.0796
3151	0	0	0	0	15885.70405	532963.2587	1260197.673	0	886580.7561	1159.084053	274927.8188	67579.36007	356903.5803	394727.965	1618415.65	144611.7775	28032.53005	84782.70467
3152	2759634.926	3174267.192	483796.141	3916089.892	525425.4022	1799577.561	862133.4774	715739.9227	1459169.648	436998.7348	769008.7165	795561.209	1367640.919	936747.1796	519584.9628	740824.0613	822473.6955	967403.8627
3153	1839850.014	2118851.689	139731.9391	1526129.983	238896.7913	1251372.411	463319.1324	19900000	714190.897	3928149.378	464814.7306	494920.8696	613287.444	419858.0924	1263354.749	282983.8274	223704.5565	963717.0049
3154	4032308.208	4180500.499	4128319.763	4396778.699	4342919.797	4091904.309	1577448.506	4191353.561	3806846.03	5155685.825	2530024.439	8915214.059	2476477.367	3497402.995	1261689.491	2767026.512	3105225.595	3885179.615
3155	556623.0754	331724.725	403991.4983	1543367.716	1023173.563	799066.195	1594015.116	282762.5574	676799.6094	2755977.34	3214941.844	2338693.936	2969200.609	2321649.496	6677617.06	1916364.688	2931117.557	3188609.661
3156	250646.1907	188484.9519	44159.58513	216616.0768	141157.4388	100402.4504	173275.1738	84884.05215	316872.0063	228322.8147	442735.0605	339058.6186	290453.1332	169477.5669	576962.3765	104727.5231	458901.5955	425102.2341
3157	205294.9561	177912.5718	206773.6161	3411143.525	316840.8804	969576.6377	403429.6291	329214.9704	1590797.869	17464.33526	133194.5201	58937.91683	151036.4472	791865.5966	1847622.681	15631.34222	18494.14157	99467.74218
3158	441309.3217	358596.6103	401663.9667	4496037.271	677051.4942	2122402.323	774497.9703	636095.9466	2218223.145	25521.23059	267113.2723	111927.6355	330936.2857	1125885.978	2934051.555	41237.64777	31286.79204	173456.6686
3159	75823.6707	43881.27173	25520.40368	31793.33949	1545059.844	735345.3185	1429183.047	326682.9871	1251481.561	294183.4594	208858.2224	650183.623	779959.2657	247848.1517	1648009.892	1162331.421	251091.8003	348808.164
3160	6471.409641	1390.544926	10612.04634	1427.054034	270536.6458	717156.028	1142469.536	132100.9952	539199.9661	94946.33561	106722.7626	138364.8479	222624.026	75403.63983	437379.5384	69323.00061	55796.31815	14190.62167
3161	977672.8533	1109689.483	676064.3648	1889212.865	589570.9039	1078305.579	1693285.909	571567.1648	990254.0119	142401.6771	475221.474	639297.5266	850539.4941	612059.0573	149485.521	287451.7324	573049.3121	965905.1261
3162	136608.3471	19969.96721	163808.6491	115600.0231	448464.1782	331540.0152	816227.6858	371047.2914	153790.5966	194086.429	75602.72604	33901.90169	371699.2545	36632.96801	9005.192026	232994.8428	14956.71074	36717.7951
3163	16618.28996	13991.8807	5248.852599	5201.748687	1140.93543	32694.42961	15726.00426	6466.965836	6458.055545	1652.104492	1027.939962	1672.118149	995.0147043	677.5712528	4845.678902	4616.628243	11474.40889	1809138.701
3164	2576254.042	1594561.296	453942.6631	1722444.317	271432.6479	1460060.001	1039416.102	1040549.372	2254610.202	1077528.964	523876.7273	1023687.738	889176.1362	420297.5132	458338.6112	1738966.385	736223.1816	3318809.188
3165	859927.8063	1332503.298	275581.582	999075.1272	143087.9716	430947.2011	923517.8328	92411.57099	473852.8587	364972.5261	451039.1369	641408.03	432094.7591	401943.1308	361242.1991	42712.81322	607566.0309	1111915.119
3166	486193.6839	525625.9804	249888.7673	1621910.009	238407.8977	510282.0282	498628.0367	126191.736	709318.1743	155480.6929	435661.3116	305714.49	384403.786	362855.3073	294510.3766	353656.345	318807.0562	409717.9355
3167	496184.6373	943118.5216	40939.01872	855461.0846	24342.1448	521347.4675	691475.3145	54898.15316	866490.1186	101108.5462	105010.1805	328586.4022	398964.3664	278442.1895	258273.8428	335653.4719	454322.649	2099091.2
3168	671104.4007	955712.6483	714413.4566	1711907.619	446531.0343	1207888.776	1679235.239	542258.6266	1353238.582	458916.1739	470299.0905	927161.5234	1021649.974	687144.4513	384634.2506	299029.7826	797672.9767	762526.7694
3169	140577.1307	195472.5906	28503.53173	30104.29486	14721.48213	63532.0728	20357.61493	116698.165	14413.36114	27928.69209	76482.38046	71753.04203	21127.91741	51274.16931	7506.544397	148516.3726	48144.61589	27547.78256
3170	4143.31569	5004.301853	868.3496875	2858.357998	820.0740612	1908.94406	6531.419783	1163.377733	3618.973379	639.5041252	4205.239072	4497.238316	931.4828461	18513.06264	1803.45295	3968.566554	2898.922622	6850.678031
3171	938487.6792	1655378.638	1287961.85	7313441.389	1232442.814	2761015.384	2074983.395	1205172.375	2400459.267	335613.1742	803765.6598	775542.3009	2106221.88	1373769.705	1121654.732	412997.011	355438.8439	1824142.828
3172	7886377.313	9176109.132	3684485.053	3483836.692	8200446.426	8770158.167	9923051.642	16200000	7141608.798	8432376.557	5948709.217	7795463.434	6861106.445	6926088.271	6956879.459	7741028.17	10700000	10700000
3173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3174	179147.8258	23948.88772	80865.17449	426001.26	64888.12519	129506.9711	60938.79556	90531.202	311371.0816	57461.5855	126921.3528	76059.20286	124178.567	97805.63352	125138.4208	6385.385445	15122.77606	48516.41423
3175	0	0	937.9196995	946.5727803	0	0	3134.495888	1197.594404	6219.786768	926.7982777	3352.283945	1125.857939	0	1873.805566	0	0	0	5325.553934
3176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3177	7651.225051	0	1960.593778	0	616.9622283	3140.289481	0	1411.758322	0	699.8388076	0	743.4207758	2083.471468	0	1407.955676	1310.568121	0	0
3178	40170.88265	57916.5358	17647.21482	101366.3713	28011.70552	6378.717203	95455.47885	17123.0633	101414.1582	3966.736056	5330.942864	12436.96044	65595.15114	11602.05358	251679.151	17577.82346	6227.370439	55261.25681
3179	899740.6251	1056903.655	271086.2126	1317306.195	115097.7595	535612.2531	427908.4044	214683.6731	472971.3642	158132.4971	135774.6602	470942.2592	198908.7085	214831.1215	198968.1983	735032.4335	783436.3267	723207.6762
3180	1161533.356	847950.4392	2400964.45	6347357.889	1782792.121	5120763.664	555499.7315	561578.9241	2427078.322	266980.2061	3250368.81	898772.4918	1558509.931	2164627.17	4128715.233	2216224.86	658471.1673	2368650.911
3181	741724.2952	691387.0472	258336.8384	783505.388	204963.4424	545833.8869	436685.5836	200842.9176	430747.522	153732.6116	179043.2955	330594.4198	199994.0844	152353.2951	188470.4079	126502.3187	253566.3197	455110.4653
3182	871011.9085	724852.5578	165712.6962	951689.4592	100685.5277	542169.5711	538981.943	158864.6421	487540.039	124091.0913	126360.7935	257055.5851	210009.3274	206779.753	123599.4873	281025.1708	235103.3258	423152.9517
3183	73427.90148	3860.90344	45190.19873	357621.5961	8171.934198	2251.991939	7572.042433	5491.330874	65618.32737	6611.021098	31898.74765	1856.391185	7245.148126	72496.17192	7743.909634	3886.920695	5624.944755	19010.3838
3184	1271001.05	792051.513	113274.7362	925918.2071	45010.96848	628789.7096	563161.0471	140615.7646	562117.5563	34398.15572	92235.60821	283862.8599	212974.5513	72027.42177	32961.20857	286321.1314	307862.6112	558221.3787
3185	106875.5504	11000.93217	117226.3873	318404.7884	54320.19106	6092.947528	5767.379951	75255.34649	178518.4427	16938.18368	15346.20424	12539.65292	14779.93314	113167.6235	22523.23624	3242.397344	12602.14913	53379.20832
3186	475202.8824	1525287.138	142856.1106	355716.4609	62607.10419	15786.8513	16306.15166	28452.63701	153647.5725	20637.1745	12141.27426	12032.50622	6317.582745	76764.04153	9341.850353	15747.73308	24447.44054	24400.19714
3187	650093.3343	349798.9577	186077.8048	29957.70567	264737.311	529086.7859	21831.91425	181591.2344	41504.89397	16234.45687	1465.631251	40402.24604	91210.85448	23302.50699	21963.39325	165179.7942	21204.19243	2680.457611
3188	988576.7979	116883.5266	89140.52673	334320.0806	75992.98399	22307.3775	25554.07774	100136.1832	280187.2891	14077.47561	60967.67091	16706.38518	50963.98971	64710.91744	35954.5712	25486.93665	8922.850904	41608.02094
3189	4013718.248	4202272.946	2325359.433	5500607.799	5191248.111	2558938.454	4445690.401	4504886.659	4474771.437	3816043.799	4159332.322	3371386.066	3728899.23	4909833.113	4470730.551	4195955.797	2689219.916	5439642.426
3190	5939.981972	1112.512048	52517.04994	188551.2462	25276.41602	1825.950535	3830.849263	37886.51057	70405.08465	6464.792269	827.7347571	1263.450563	12645.52493	1376.425447	0	3451.906763	0	15478.62823
3191	480904.4678	189809.4125	23475.72437	14233.50225	23856.37718	41217.18529	2130.501849	30491.90612	13859.07846	14019.67505	4684.464081	7279.07659	30741.93506	20842.4825	22358.51626	46718.9697	7491.277699	12498.63682
3192	383740.6087	105704.9884	252274.9078	116756.6493	83902.55343	87827.40895	871.0326696	87033.45903	23833.84652	9399.569306	1831.913923	3614.049564	88559.27841	11892.81828	9949.059507	6542.164244	10996.18343	691.4888289
3193	14651.94512	1341.155382	906.4177752	3186.020909	1152.606839	1471.620452	721.059482	5188.268739	3927.641351	2510.940092	2587.114321	3905.647826	2830.154397	1993.609631	1435.61134	1225.367966	1532.038687	673.1532296
3194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416.6166873	0	0	0
3195	1828338.061	1369226.989	165535.3237	475119.7641	151971.4416	1029598.163	388722.4309	577244.5367	593900.619	302205.5905	354477.5935	481903.4705	292979.6767	146266.1487	164273.9105	523013.5648	275409.9774	347533.7067
3196	34272.37889	76989.22295	7819.296392	13330.57445	10864.08895	4364.681053	6237.884188	18995.70904	9949.851288	1779.599365	3544.627497	7195.513266	10685.27422	8273.140685	6866.215385	11045.63222	11830.86721	15891.17065
3197	42582.61767	7918.478004	26120.47008	148020.3567	11206.48476	9081.247777	10631.09746	15522.53523	68274.60366	1520.409742	1905.962662	5764.209156	3814.246376	26865.17485	3584.265702	2923.312887	7698.558942	8018.392787
3198	10443.41579	0	0	1803.955879	0	0	5647.437784	2543.458968	0	0	0	573.761338	0	0	0	790.2960049	644.7750772	0
3199	15518.55482	13905.36898	26074.58735	13308.77088	4262.709571	13761.46418	31185.81063	22252.23704	5189.357089	3216.699487	5362.781872	10675.61449	4220.837999	1347.272761	15457.50503	37043.38781	44265.63354	5012.346608
3200	334898.1698	286234.5481	40452.43494	171012.9766	15674.08268	112698.9184	101952.6273	53635.41544	72528.05128	43197.03524	12187.69072	45080.83199	78138.29434	31768.43918	31109.14847	59558.37571	73451.54092	98945.71806
3201	46368.48935	33315.49464	9089.509071	106099.4376	10442.25224	13912.33192	19399.41314	7694.576159	26310.00621	3671.943835	25404.38587	25488.59948	3441.349804	7029.994758	10919.32253	9740.86241	26955.52323	24982.7274
3202	369570.8251	219704.4131	121140.1661	130344.3033	47373.62885	117475.207	58681.88436	62320.61986	61104.2091	49008.69243	24952.02333	73749.2665	56590.9704	43201.9368	8023.240924	0	47393.85601	32303.35282
3203	1437.888917	0	0	0	552.7460925	2767.264299	1833.134494	0	0	296.0595314	349.8758104	515.1802295	462.7757332	0	742.6044339	4310.296017	1249.084469	2055.094837
3204	2099.938042	5386.16188	1091.70785	4190.019772	0	3601.253604	1398.284676	902.6925701	1543.796269	1955.920695	2596.430143	1625.374048	1218.08189	0	879.4217365	2240.491019	931.4421016	3673.692668
3205	15602.67556	11847.80183	3392.428161	12224.51501	4504.702451	23101.61809	27943.98948	1383.966415	14747.14914	5550.384458	2383.344008	3646.459702	999.9711838	1819.007603	2565.90461	1822.208792	2186.604035	3882.465423
3206	0	0	502.6122201	0	555.0879162	8568.374315	15206.25565	0	0	442.5847498	0	631.1967441	615.7965922	534.4233615	1350.137858	18520.77584	10405.45559	5422.000139
3207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3208	3656.65277	3363.553489	0	3459.910351	0	5775.270326	2710.00186	0	1028.184806	0	1191.14313	1179.438809	0	0	0	1239.603549	1419.983281	4396.696392
3209	3574.300799	2038.774922	5104.863126	2937.469837	677.8320578	1668.539109	1995.348817	1526.929599	3829.6657	0	1229.204384	2691.737454	885.4429985	0	0	2329.47881	6040.032233	14827.90456
3210	10407.66511	5577.330892	3104.585931	16392.45327	4135.954003	3348.311322	1874.280973	3456.900976	1907.726791	1204.67246	723.8318927	1467.241916	2142.484145	626.4488997	2255.163253	5073.963323	2751.516083	4219.193247
3211	0	1139.395995	0	0	0	11920.27824	0	0	0	0	0	624.1792523	730.164967	0	0	3798.354424	5233.170427	1139.023123
3212	0	0	0	0	455.56158	2019.09742	1288.884607	0	0	450.8292635	428.8425762	548.7033859	789.289241	0	0	912.3084718	1804.550231	829.3682337
3213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3214	2124.357538	0	0	0	2402.192319	5462.791123	1288.563981	2219.482867	0	1051.613553	0	1342.87464	4811.705877	0	2531.35673	10225.55151	776.9911437	509.7286841
3215	6553.096033	2337.443431	1090.156757	0	1050.351841	16732.33126	1672.673882	907.4891428	0	0	0	2285.098658	1357.111278	600.4583032	714.6675052	2787.109894	0	1266.938779
3216	0	0	0	0	1017.336412	11346.39523	9130.677879	742.5649057	0	1283.715282	586.3398596	1005.094249	994.998835	0	760.0289226	31831.89382	8883.019578	17252.37734
3217	1239910.425	2685825.485	242738.9183	2573682.777	475885.6686	6386462.533	1160226.175	622141.0645	610182.3971	23435.99328	281799.5933	271838.1472	829242.5464	457625.2575	2614855.41	195923.8742	85372.15852	465426.8629
3218	0	0	591.9370118	0	511.4562317	0	0	0	0	0	318.4906149	0	0	1131.119521	879.5959543	3685.934553	0	0
3219	657048.244	1210453.189	733436.2129	1870281.405	406944.044	1322210.352	2000802.167	572773.2214	1552743.341	439909.6319	415018.8973	892236.4348	856288.8978	838898.3838	428037.0548	502243.6382	658549.1407	1403881.1
3220	61475.72614	53813.35812	21476.92012	36912.74637	35920.29204	36791.73928	109125.5704	12658.99469	80067.61707	10651.28309	98067.62863	11413.98381	39274.28893	109381.679	108991.3385	14943.40951	23960.58048	16911.92856
3221	18512.92079	74117.93201	24198.31293	107021.6425	16204.47122	10287.62981	15214.3341	39580.63236	42969.51214	6018.825296	27698.1403	13085.15774	6801.786193	14520.23242	11142.52247	18059.56085	68158.83351	23571.51566
3222	4606.954924	7978.005784	2745.281237	7951.071891	9672.174932	2742.205102	8335.821522	3892.473543	14380.8194	3678.323161	5670.965306	2823.895751	3944.434334	4503.406476	3026.251328	10299.71103	3126.291906	3092.61908
3223	32359.43004	4488.351621	3174.242888	2636.863609	1932.034551	7803.704998	3438.620742	5078.135769	4631.578082	1177.741245	1816.75434	1185.846133	2166.644083	787.44166	1813.035297	956.5703083	1861.516378	1773.294249
3224	8948.449788	38832.50247	5129.695192	34888.56497	850.7798137	5369.918695	3182.032828	5821.98961	7003.481926	3803.573766	6147.568815	12794.83838	4276.406983	1793.937547	4137.387284	15154.50827	36028.37566	14292.21373
3225	52331.589	71384.35868	5679.970513	11288.94334	30325.57531	119538.5859	4591.980027	3309.947245	14100.51788	19413.70899	10450.16756	79649.41307	3474.104325	6047.395233	2399.044515	53504.77078	57949.71406	31557.58531
3226	796356.1657	351055.5849	82193.95386	71333.35748	50237.82395	62997.67007	162546.237	232708.4526	282927.3371	187691.2362	102260.6548	224133.6501	111931.2771	62920.60604	6441.648747	152935.8546	160778.5971	116739.36
3227	34107.36359	46500.68152	3898.939624	12955.60576	3917.591922	26881.79852	33307.11464	7086.960632	27619.76349	8621.472072	9639.827884	8038.21069	15442.10404	5833.518771	4368.54596	13626.57588	14693.88025	4639.901618
3228	0	0	441.142651	560.4010138	0	0	0	0	601.3088588	0	0	468.2031136	0	0	552.2679004	0	598.7599995	465.2075472
3229	53827.52166	124268.5445	49727.84436	118432.4734	33177.13813	86740.72657	47286.22273	50323.14303	71328.81893	23235.39575	59545.19781	40218.839	30307.58801	15711.21613	1290.094481	33888.06489	42617.87843	74852.84167
3230	690925.528	314629.927	74727.70233	93351.43437	48716.68798	201768.3157	71946.67034	191909.3368	98327.48421	123633.3749	85790.411	170054.1403	89592.94201	51554.21327	43755.52157	178790.041	127685.248	108527.1151
3231	276498.9188	121600.672	36897.57998	72391.45598	27471.79294	105864.7086	106533.8379	40046.64288	89248.75181	30687.048	43178.8675	69795.64178	34858.48124	35536.23458	33091.95454	61550.3034	60017.76897	68403.82237
3232	46703.42686	69785.20425	12457.88163	12697.10082	9142.326002	19824.9983	39398.6937	37356.92051	50711.44031	10471.26193	12306.17635	42038.06055	46294.32609	24558.76278	45592.75151	25241.15559	11797.04814	16496.15729
3233	298515.766	110771.8345	6351.280881	20154.80425	3591.464142	123774.3897	83527.38329	25704.27909	15134.14518	2394.079067	7477.47505	27251.57568	11524.80348	4605.896302	862.4541596	32740.95407	7417.946752	12947.19422
3234	285767.7648	163657.5594	14706.57782	23790.10919	9818.74044	100497.7341	55892.1309	15126.41036	34820.24712	10371.09042	18103.70174	35220.82808	6587.757139	14676.65779	8708.484498	40549.05197	16462.20785	24961.48424
3235	0	0	2567.331135	7657.590619	3288.270928	3940.830955	12839.94744	1567.720185	15900.78944	532.7484729	13948.0624	2971.943682	1068.857982	1185.270357	8967.822676	7875.393523	3418.078409	9078.116506
3236	102151.5343	113184.7369	32617.41474	90573.00723	12830.79508	59691.39358	76285.23819	13940.06488	26437.08719	12910.46748	13548.17507	40197.61404	25786.92599	11063.94383	26136.68046	52323.51829	45300.51436	34998.77461
3237	190815.0423	197154.7511	88217.7582	43661.57023	32464.80526	27097.13143	46340.78465	88336.65305	84003.03015	39953.70924	70668.82977	24037.01323	109574.1393	53372.05681	29058.99332	49327.97214	146526.178	68785.7994
3238	427121.2914	279140.0955	13865.25466	43730.95426	13011.54972	237498.1493	133343.747	38579.24008	17259.7549	18581.81714	20062.85092	46704.83408	30982.30961	12527.46988	42772.91486	114916.7391	46636.79342	38971.9888
3239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3240	0	0	0	0	0	0	0	0	0	0	0	0	0	1583.010083	4721.761791	0	0	0
3241	744209.5988	1299505.365	231657.8806	422733.2533	1411270.014	5404968.659	279674.4045	1191539.515	323154.9126	135674.2782	57455.49427	661322.0848	1420320.991	120981.4839	740299.3303	8599634.003	321291.257	259943.8272
3242	7968.446983	5981.803428	7335.947712	8693.904982	11478.84883	14960.8242	104587.1307	13910.22163	5884.265038	3135.690133	10220.36987	9019.478806	5200.667207	3431.043116	5343.659198	16180.86072	6074.39097	3377.753359
3243	182298.1795	247821.852	75201.23339	17832.28358	8649.509133	104577.7411	198169.2534	27347.98495	51114.78807	18445.1972	5645.906886	28688.99539	66193.94782	9668.013802	133374.5675	94098.74799	12205.92644	30549.686
3244	2007054.544	1130488.61	955481.5986	63732.10771	465744.6605	1428657.86	255408.3109	753987.7512	263228.6415	103189.1643	15303.50117	303487.9865	501482.8807	139886.5099	228243.5835	1442293.197	151625.073	57205.44788
3245	10344.35055	7721.736913	600.8168194	3905.074235	1442.36766	9256.878041	7300.043076	3726.602109	2762.9937	1461.433262	582.9572947	932.5630167	1566.941565	1053.192557	2559.827338	1067.459092	882.9457082	1732.781904
3246	7169.567019	7011.556283	927.3992663	0	1386.441152	1208.270911	6486.77524	607.4475889	0	0	0	0	0	0	0	0	440.399803	0
3247	156176.0472	64006.36859	114710.7702	25880.03641	117708.2038	285070.6172	76637.36798	192852.9611	18633.11632	23463.41039	30805.94536	10937.46182	40961.40855	36433.81654	28982.67274	565127.4966	22931.80293	61772.5788
3248	18188.07041	41393.85107	2435.09637	5271.446353	1949.334255	4267.445688	6905.663561	4238.48763	5617.553819	1185.290383	3085.31612	2139.693838	1356.893572	751.87991	7075.868546	6183.970549	1222.205006	5412.714547
3249	89231.61073	103547.7255	9881.039534	19314.9227	12450.67066	28784.79231	7913.294429	5836.970247	15280.06702	9586.28244	22339.09423	13676.9218	7933.303463	3168.702004	13737.71334	27194.58629	40154.75858	24083.13313
3250	484339.4982	188923.9265	142259.395	76216.3938	139798.0115	692301.2881	111018.9358	140721.4548	17356.04212	43996.69185	9387.113747	234685.409	215482.7042	30641.51131	102889.2541	479003.6466	100759.5301	34492.09099
3251	308510.4795	143584.7422	119452.057	18646.63834	134678.4407	286229.5402	40245.6939	96429.11783	38170.42293	23505.47722	21070.43138	78031.76404	102041.9843	11354.63147	120106.1449	478467.3085	10309.9029	6114.281179
3252	4127.783573	4018.503129	2687.469691	7203.23693	7212.961416	3051.493284	11939.76462	3536.664558	2417.990981	7316.698455	3434.463375	2699.239375	3780.497575	2884.389309	2236.527918	2897.482978	2707.757732	6246.938627
3253	1875.360762	4522.744275	7418.765581	4986.075237	5072.790766	1668.003248	3073.402737	5459.895721	2220.63262	2669.88612	8908.933323	2423.294974	3657.700459	1724.399985	12369.93942	2004.543224	5943.125036	1693.726873
3254	1225443.662	254870.155	67751.94817	28927.46451	35867.90327	406161.7664	47097.64032	129974.1629	15098.55451	12067.72298	4135.392605	55926.50309	60162.7831	45684.01502	1113.917615	402912.3784	69282.65311	48886.91958
3255	9524.214321	9465.640848	3622.579896	8856.961308	4584.114779	2992.630719	7238.452513	6541.251339	2917.381423	4099.396531	2398.813913	4433.78757	5328.974055	3480.615441	3914.447817	2699.166526	3776.638862	3050.848024
3256	7045.93776	5942.563752	21132.57491	23837.59028	23547.10352	4215.397729	24095.11844	4986.516652	10402.6317	16307.69322	6051.007444	3969.79352	13108.42034	7757.836817	26820.16913	7597.794185	30573.35979	31893.97333
